press,title,url,content,time,polar_sum,tot,sent_score,label,x,y,top3
세계일보,"올림픽 육상 금메달리스트, 6·25전쟁에 참전하다",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003468529,"
1936년 베를때 입대한 뒤 6·25전쟁에도 참전… 1957년까지 현역린 올림픽 육상 800m 금메달리스트 존 우드러프 / 한국 손기정 선수가 마라톤 금메달 딴 것과 같은 대회 ‘인연’ / 2차대전 한국처럼 징병제를 채택한 나라에서 군대 복무 경험이 있는 운동선수가 올림픽에 출전, 금메달리스트가 되는 일은 이론상 얼마든지 가능하다. 그런데 국가대표 선수로 선발돼 올림픽에 나가 금메달을 따고 나서 군에 입대, 참전까지 했다면 ‘독특한 이력’이란 이유로 세간의 관심을 살 법하다. 더욱이 그 전쟁이 6·25전쟁이라면 어떨까.   미국 국방부가 6·25전쟁 70주기를 맞아 홈페이지를 통해 올림픽 금메달리스트로서 6·25전쟁에 참전한 용사를 소개해 눈길을 끈다. 1930년대 미국 중거리 육상선수였던 존 우드러프(1915∼2007)가 주인공이다.   25일 미 국방부 홈페이지에 따르면 우드러프는 펜실베이니아주가 고향이다. 그의 조상은 아프리카에서 미국 버지니아주에 노예로 끌려 온 흑인인 것으로 알려져 있다.  



  어릴 ?부터 달리기를 잘했던 우드러프는 대학생 시절인 1936년 미국 육상 국가대표팀 선수로 뽑혀 그해 독일 베를린에서 열린 올림픽에 출전했다. 우드러프는 정작 경험이 전혀 없는 800m 종목 선수가 되었고 출발선에서도 가장 불리한 트랙을 배정받았으나 결과는 금메달이었다. 그가 다른 선수들과 앞서거니 뒤서거니를 반복하다가 종반에 접어들며 갑자기 치고 나가 결국 1등으로 결승선을 통과하는 장면은 1936년 베를린 올림픽의 최고 명장면 중 하나로 기억된다.   1939년 유럽에서 제2차 세계대전이 발발하며 한동안 올림픽이 열릴 수 없게 됐다. 그 때문에 베를린은 우드러프에겐 마지막 올림픽 무대로 남았다. 현역 운동선수에서 은퇴하고 학자가 되기 위해 대학원에서 공부하던 우드러프는 26살이던 1941년 일본의 하와이 진주만 공습으로 미국이 전쟁에 뛰어들며 육군에 장교로 입대했다.   소위로 시작한 우드러프의 군 경력은 2차대전이 끝난 1945년 대위에 이르렀다. 전후 제대해 뉴욕에서 육상 코치 겸 학교 교사로 일하던 우드러프는 1950년 다시 조국의 부름을 받는다. 한국에서 6·25전쟁이 터지고 미국이 참전을 결정하면서 예비역 장교들의 동원령이 떨어진 것이다. 이렇게 전쟁을 계기로 한국과 인연을 맺은 우드러프는 1953년 정전협정 체결 후에도 육군에 남아 1957년까지 복무했고 계급은 중령에 이르렀다.   미 국방부는 “우드러프는 미국의 또다른 흑인 육상 영웅인 제시 오언스(베를린 올림픽 육상 4관왕)와 오래도록 우정을 이어갔다”며 “터스키기 부대(2차대전 당시 흑인 조종사로만 구성된 공군 부대) 구성원들과도 친구로 지냈다”고 소개했다. 우드러프는 2007년 92세를 일기로 타계했다.   제시 오언스, 존 우드러프 등 미국 육상 선수들이 금메달을 딴 1936년 베를린 올림픽은 한국과도 깊은 인연이 있다. 손기정(1912∼2002) 선수가 이 올림픽의 마라톤 종목에 출전해 금메달을 땄기 때문이다. 다만 당시는 일제강점기였고 그 때문에 손 선수는 한국인이 아닌 일본인으로, 태극기 대신 일본기를 달고 뛰어야만 했다.   김태훈 기자 af103@segye.comⓒ 세상을 보는 눈, 세계일보
",2020.05.25,20,193,0.10362694300518134,3,-5.215635,-6.600948,철구/ 이다/ 하다
세계일보,[사설] 태안 앞바다 뻥 뚫렸는데 군·경은 까맣게 몰랐다니,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=110&oid=022&aid=0003468509,"
 


원본보기

  이번엔 서해안 경계망이 뚫렸다. 23일 충남 태안군 의항리 해변에 버려진 소형 보트를 마을 주민이 발견해 인근 육군 초소에 신고했다. 보트 탑승자들은 육지에 도착한 뒤 잠적했지만 군·경은 주민 신고가 있기 전까지 이틀 동안 이런 사실을 까맣게 모르고 있었다. 보트가 들어온 지역은 접안시설이 없고 인적이 드문 곳이긴 하다. 하지만 주변에 설치된 폐쇄회로(CC)TV에 21일 3∼6명이 보트에서 내려 해변을 가로질러 빠져나가는 장면이 잡혔고, 해안구역 경계를 담당하는 육군 32사단의 레이더 기지가 있는데도 선박을 식별하지 못한 건 납득할 수 없다. 적군이 침투한 것이었다면 어쩔 뻔했나.  합동참모본부는 어제 소형 보트와 관련해 “선박이 발견된 경위 등 모든 가능성을 열어놓고 조사하고 있다”면서도 “현재로선 대공 용의점은 낮은 것으로 보인다”고 밝혔다. 해경도 보트에서 중국산 물품이 다수 발견된 점을 들어 중국인들이 밀입국한 것에 무게를 두고 있다. 조사가 진행 중인 사안에 대해 성급한 추측이다. 경계 실패 책임을 모면하려는 처사가 아닌지 의구심이 든다. 설령 보트 탑승자들이 중국인 밀입국자들로 밝혀진다고 해도 선박을 발견하지 못한 군·경 책임이 가벼워질 수는 없는 일이다.  코미디 같은 군의 ‘경계 실패’가 어제오늘의 일은 아니다. 지난해 6월 북한 소형 목선이 삼척항에 귀순 입항할 때까지 군이 깜깜이 상태였던 사건이 발생했다. 올 들어선 수도방위사령부 예하 방공 진지와 진해 해군기지가 각각 취객과 70대 노인에게 뚫린 일이 있었다. 군 기지와 해안 경계가 어처구니없이 뚫리는데도 솜방망이 처벌에 그치니 비슷한 일들이 계속 벌어지는 것이다. 북한에 지나치게 유화적인 정부 태도도 군기문란을 부추기는 요인이다.  군 장성에 대한 ‘코드인사’도 문제다. 이달 초 수도방위사령관에 사단장 경험이 없는 인사를 앉히고 작전통 육군 중장을 직급이 낮은 청와대 국방개혁비서관에 임명한 것을 두고 군 내부 불만이 커지고 있다고 한다. 군 고위급 인사가 능력이 아니라 정치적 고려에 의해 이뤄진다면 군의 사기는 떨어질 수밖에 없다. 한반도에 해빙 무드가 조성된 이후 가뜩이나 군의 대북 대비 태세가 약화한 상황에서 잘못된 인사가 군의 총체적 부실을 가속화하지 않을까 걱정이다. 이런 군에게 국가안보를 맡겨야 하는 국민은 불안하다.ⓒ 세상을 보는 눈, 세계일보
",2020.05.25,-34,242,-0.14049586776859505,5,-2.7143643,-12.380444,보트/ 발견/ 해경
중앙일보,"""10·26 전에도 3차례 암살 시도했다"" 김재규 그때 그 목소리",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=025&aid=0003003496,"
발굴! 그때 그 목소리, 10·26 ③  ‘10ㆍ26 전에도 세 차례 박정희 전 대통령 암살을 계획했다.’     김재규 전 중앙정보부장이 10ㆍ26 이후 열린 군사재판에서 이같이 진술한 것으로 확인됐다. JTBC가 군 관계자로부터 입수한 10·26 군사재판의 녹취 자료에 따르면 김 전 부장은 1974년 9월 건설부장관 임명식, 1975년 1월 건설부 순시, 1979년 4월 궁정동 안가에서도 박 전 대통령의 암살을 추진했다고 주장했다.      이 때문에 그는 장관 임명식 때 몸에 권총을 휴대한 채 사령장을 받으러 갔고, 박 전 대통령 순시 때도 태극기 안에 권총을 숨겨뒀다고 한다. 그러면서 “각하(박 전 대통령)하고 동시에 없어진다(는 각오를 했다)”고 덧붙였다. 하지만 상황이 여의치 않아 모두 무위에 그쳤다는 것이 그의 주장이다.       


원본보기

1974년 9월 김재규 전 중앙정보부장이 박정희 전 대통령으로부터 건설부 장관 임명장을 받고 있다. [사진 JTBC]       이것은 10ㆍ26을 조사한 전두환 당시 합동수사본부장이 “자신(김 전 부장)의 모든 보고나 건의가 차지철 경호실장에 의하여 제동을 당했고, 과대망상증에 사로잡혀 대통령이 되겠다는 어처구니 없는 허욕이 빚은 내란 목적의 살인 사건”이라고 발표한 것과는 배치된다. 김 전 부장의 진술이 사실이라면 그는 중앙정보부장(1976년 12월 임명)이 되고 차 전 실장과 마찰을 빚기 이전부터 박 전 대통령 암살을 시도한 것이기 때문이다.        그렇다면 김 전 부장은 왜 박 전 대통령을 제거하려 했을까.       당시 관계자들에 따르면 김 전 부장은 박 전 대통령과 동향(경북 구미) 출신으로 총애를 받았다고 한다. 그는 5ㆍ16 군사쿠데타 이후 6사단장, 6관구 사령관, 육군방첩대장, 보안사령관, 3군단장 등 군의 주요 요직을 거친 뒤 유정회(1973년) 국회의원이 됐다. 김종필 전 국무총리는 생전 인터뷰에서 “박 전 대통령의 특별한 배려가 아니고선 설명할 수 없는 영전의 연속”이라고 회고했다.       


원본보기

1979년 군사법정에서 진술하고 있는 김재규 전 중앙정보부장 [사진 JTBC]       이와 관련해 김 전 부장은 법정에서 “저와 같은 사람이 이율배반적인 이런 결심을 할 때까지, 얼머나 어려움을 겪었는지 상상해보라”고 말했다. 그러면서 “대통령이 되려는 것이 절대로 목적이 아니다. 자유민주를 회복하는 것이 저의 목적이다”라며 합동수사본부의 발표를 부인했다. 자세한 내용과 육성 녹음은 영상에서 볼 수 있다.      유성운 기자 pirate@joongang.co.kr    ▶ 그래서, 팩트가 뭐야? 궁금하면 '팩플'▶ 세상 쉬운 내 돈 관리 '그게머니'▶ 중앙일보 홈페이지 바로가기ⓒ중앙일보(https://joongang.co.kr), 무단 전재 및 재배포 금지
		",2020.05.25,3,186,0.016129032258064516,1,-5.237094,-8.398792,부대/ 장관/ 상담
아시아경제,"여수해경, 무등록 보트 타고 낚시한 50대 ‘입건’",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=277&aid=0004685111,"



원본보기

사진자료=연합뉴스[아시아경제 호남취재본부 김춘수 기자] 지난 24일 오후 여수 해안가 경비를 서던 육군 31사단 레이더에 수상한 어선 한 척이 포착됐다. 이 어선은 무등록 소형 고무보트로 낚시를 하고 입항하려던 중 해안 경계를 서던 육군에 걸렸다.전남 여수해양경찰서는 무등록 소형 고무보트(30마력)를 타고 바다에서 낚시한 혐의(수상레저안전법 위반)로 A(52)씨 등 2명을 불구속 입건했다고 25일 밝혔다.해경은 지난 24일 오후 9시 6분께 육군 31사단으로부터 방죽포 방파제 인근 해상에 수상한 모터보트 1척이 있어 확인을 요청한다는 신고를 받고 소형 경비정을 급파했다.또 육상에서는 돌산파출소 소속 경찰관과 육군 31사단 초병이 합동으로 위법 사실을 확인했다.조사 결과 A씨 등은 야간 항해 장비도 없이 무등록 레저 보트로 여수시 돌산읍 방죽포항을 출항해 장어를 낚은 뒤 방죽포항에 입항한 것으로 확인됐다.해경 관계자는 “해안을 경계 중인 육군의 레이더에 A 씨의 고무보트가 포착됐는데 선박 정보가 뜨지 않아 대공 용의점이 있는지 합동으로 조사해 위법 사실을 적발했다”고 밝혔다.호남취재본부 김춘수 기자 ks7664@asiae.co.kr▶ 2020년 하반기, 재물운·연애운·건강운 체크!▶ 네이버에서 아시아경제 뉴스를 받아보세요 ▶ 놀 준비 되었다면 드루와!  드링킷!<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>
		",2020.05.25,-28,149,-0.18791946308724833,4,-2.6398232,-9.712886,레저/ 등록/ 수상
한국일보,이영근 전 국회의원 별세,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=469&aid=0000499535,"



원본보기

이영근 전 의원7ㆍ9ㆍ10대 국회의원을 지낸 이영근 전 의원이 25일 별세했다. 향년 96세. 평북 정주 출신으로 육군사관학교 8기 출신으로 김종필 전 국무총리 비서실장을 지냈다. 이후 유신정우회 원내총무(원내대표)와 대한민국헌정회 부회장, 학교법인 오산학원 이사장을 역임했다. 빈소는 신촌세브란스병원. 발인은 27일 오전 8시. (02)2227-7566 ▶[이벤트]한국일보 채널 구독하면 네이버 웹툰 쿠키 최대 1000개 지급! ▶뉴;잼을 보면 뉴스가 재밌다 [뉴스레터 구독하기] ▶한국일보닷컴 바로가기
",2020.05.25,0,34,0.0,3,-4.7863574,-7.3822803,철구/ 이다/ 하다
세계일보,"합참 “태안 소형보트, 모든 가능성 열어두고 조사”",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0003468460,"
“밀입국 여부 확인해봐야” 강조 / 軍 경계태세 허점 노출 지적에 / “군 작전·상황 보고 언급 부적절”합동참모본부는 지난 23일 충남 태안군 해변에서 발견된 소형 보트와 관련해 “대공 용의점은 낮은 것으로 보인다”고 25일 밝혔다.  


원본보기

   충남 태안해양경찰서 관계자들이 23일 태안군 소원면 의항리 해변에 버려진 소형보트와 주변을 수색하고 있다. 태안해경 제공    합참 김준락 공보실장은 이날 국방부 정례 브리핑에서 “군과 해경을 포함한 관계기관이 해당 선박이 발견된 경위 등에 대해 모든 가능성을 열어놓고 광범위하게 조사하고 있다”며 이같이 말했다. 군 관계자는 중국인이 밀입국한 것에 무게를 두고 수사 중이라는 해경의 입장에 대해 “낚시꾼인지 밀입국자인지는 확인해봐야 한다”며 선을 그었다.  군 안팎에서는 군의 경계태세에 허점이 드러난 것 아니냐는 관측이 나온다. 일반적으로 육군은 해안선 경계, 해군은 해양 경계를 맡고, 밀입국자 관련 수사나 첩보 입수 등은 해경이 담당한다. 지난해 7월 충남 태안군 신도 해상에서 불법조업 중인 2t짜리 소형 선박을 인근 육군 부대 레이더가 포착했고, 최근 남해안에서도 육군 장병들이 열영상감시장비(TOD)로 불법조업을 하던 고무보트를 발견한 사례를 감안하면 레이더나 TOD에는 포착됐으나 운용병이 이를 놓쳤을 가능성이 제기된다. 군 소식통은 “배들이 자주 오가는 바다에서 파도가 조금만 높게 일면 소형 선박을 레이더나 TOD로 즉각 추적하는 게 어려울 수도 있다”고 전했다.  군은 이와 관련해 소형 보트가 해안에 도달하기 전 레이더나 TOD 등에 포착됐는지 여부 등을 확인하고 있는 것으로 알려졌지만, 구체적인 상황은 공개하지 않고 있다. 김 실장은 “군의 작전이나 상황 보고를 언급하는 것은 적절하지 않다”며 “군과 관련된 부분이 있다면 추가적인 확인, 평가, 검증이 필요하다”고 설명했다.   박수찬 기자 psc@segye.comⓒ 세상을 보는 눈, 세계일보
",2020.05.25,-4,197,-0.02030456852791878,5,-2.353774,-13.017429,보트/ 발견/ 해경
한겨레,[유레카] 지구를 안 지키는 일본 ‘우주작전대’ / 권혁철,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=110&oid=028&aid=0002498556,"




“슈파 슈파 슈파 슈파/ 우렁찬 엔진 소리 독수리 오형제/ 쳐부수자 알렉터 우주의 악마를/ …초록빛 대지의 지구를 지켜라…우주를 누비는 독수리 오형제.”40여년 전 텔레비전 만화 <독수리 5형제> 주제가다. 외계 침입자에 맞서 지구를 지키는 이야기는 과학소설(SF), 영화의 인기 소재다. 영국 소설가 허버트 조지 웰스의 <우주전쟁>(1898)에서는 화성인이 지구를 공격했다. 외계 생명체를 다룬 영화 <이티>(1982)를 만든 스티븐 스필버그 감독은 <우주전쟁>(2005)도 만들었다. <스타쉽 트루퍼스>(1997)에서는 우주방위군이 외계 괴물과 싸운다.영화, 만화에서는 독수리 5형제 같은 우주방위군이 지구를 지키지만, 현실에서는 ‘우주군’이 자국의 이익만 지킨다. 일본은 지난 18일 항공자위대 ‘우주작전대'를 20명 규모로 창설했다. 이들의 주 임무는 로켓 부품같이 우주 공간을 떠돌아다니는 우주 쓰레기 감시다. 일본 인공위성을 위협하기 때문이다. 일본 우주작전대를 두고 국내에서는 ‘고작 우주 쓰레기 감시냐’는 반응도 나왔지만 허투루 볼 일은 아니다.21세기에는 각국이 우주도 육지, 공중, 바다처럼 전쟁 영역으로 인식해 우주 공간을 선점하고 우주 군사력을 키우려는 경쟁이 치열하다. 우주 군사력 건설 정책은 △우주 감시 △대응 방어 △우주 공격 순으로 이뤄진다. 우주작전대는 일본이 우주 작전 공간에서 우위를 확보하려는 첫걸음이다. 일본은 앞으로 항공자위대 전체 병력 4만7천명 가운데 30%가량을 우주 관련 임무에 투입할 구상이라고 한다. 일본은 1998년 북한의 대포동 미사일 발사 뒤 본격적으로 우주 군사력 건설에 나섰다. 일본이 우주작전대를 만든 배경에는 미국의 우주군(Space Force) 창설이 자리잡고 있다. 미국은 지난해 12월 육군, 해군, 공군, 해병대, 해안경비대에 이은 여섯번째 독립된 군 조직으로 우주군을 창설했다. 



미국 우주군 로고에는 United States Space Force(미국 우주군), 로마숫자인 MMXIX가 새겨졌다. 로마숫자는 우주군 창설 연도인 2019년을 뜻한다. 도널드 트럼프 미 대통령 트위터


원본보기

존 레이먼드 미국 우주사령관(깃발 왼쪽 군인) 등이 지난 5월15일 미국 백악관 대통령 집무실에서 도널드 트럼프 대통령한테서 우주군 깃발을 받아 들고 있다. 미 우주군 누리집미국이 우주군을 만든 이유로는 ‘중국 위협론’이 꼽힌다. 중국은 지상 발사 미사일로 우주의 인공위성을 격추하는 반위성 무기 실험에 성공했고 레이저 빔을 이용한 우주 무기 개발도 추진 중이다. 미-중 패권 경쟁이 우주 공간에서도 불붙고 있다. 우리에게 동아시아 우주 경쟁은 강 건너 불이 아니다.권혁철 논설위원 nura@hani.co.kr▶더불어 행복한 세상을 만드는 언론, 한겨레 구독하세요!▶네이버 뉴스판 한겨레21 구독▶시간극장 : 노무현의 길[ⓒ한겨레신문 : 무단전재 및 재배포 금지]
",2020.05.25,26,162,0.16049382716049382,3,-4.89664,-7.255378,철구/ 이다/ 하다
뉴스엔,"샤이니, 손편지로 전한 데뷔 12주년 소감 “사랑받는 삶 선물해줘 감사”",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=609&aid=0000281455,"



원본보기

[뉴스엔 황혜진 기자]그룹 샤이니(온유, 민호, 종현, 키, 태민)가 데뷔 12주년을 맞이했다.샤이니는 5월 25일 소속사 SM엔터테인먼트의 리슨 공식 홈페이지에 게재한 손 편지를 통해 12주년 소감을 밝혔다.육군 현역으로 복무 중인 온유는 ""열두 해가 지나도록 함께 해준 당신들은 찐 사랑꾼! 너무 감사하고 사랑합니다""고 말했고, 해병대에서 복무 중인 민호는 ""우리의 소중한 12주년. 말로 설명할 수 없는 기적의 끈으로 언제나 함께하고 싶다. 항상 감사하고 또 감사하다. 너무나 보고 싶고 사랑한다""고 밝혔다.키는 ""우리가 걸어온 시간이 벌써 이렇게 됐다""며 ""샤이니월드도 늘 건강하고, 앞으로 펼쳐질 더 많은 날들에 기대를 해보자""고 전했다. 태민은 ""12주년이라니 정말 시간이 빠른 것 같다. 비록 멤버들 중에서는 혼자 활동하고 있지만 금방 멤버들과 함께 다시 좋은 모습 보여드리겠다""고 말했다.2008년 SM엔터테인먼트 소속 보이 밴드로 데뷔한 샤이니는 2020년 5월 25일 데뷔 12주년을 맞았다. 음악과 춤, 패션 등 모든 분야에서 새로운 트렌드를 제시하는 ‘컨템퍼러리 아티스트’로 거듭나겠다는 당찬 포부로 활동을 시작한 샤이니는 지난 12년간 꾸준한 음악적 도전과 부단히 써 내려온 성과를 통해 K팝 대표 '컨템퍼러리 아티스트'로 자리매김했다.2018년 데뷔 10주년 기념 그룹 앨범을 발매해 활동을 펼친 샤이니는 같은 해 리더 온유의 입대를 시작으로 팀 활동 공백기를 보내고 있다. 민호, 키는 지난해 입대했다. 막내인 1993년 생 태민은 최근 프로젝트 보이그룹 SuperM(슈퍼엠) 멤버이자 솔로 뮤지션으로서 활발하게 활동했다.


원본보기

다음은 샤이니가 리슨 공식 홈페이지에 올린 글 전문이다.▲ 온유12주년! 열두 해가 지나도록 함께 해준 당신들은 찐 사랑꾼!! 너무 감사하고 사랑합니다!!▲ 민호나의 샤이니월드! 필승-해병 상병 최민호입니다!!! 우리의 소중한 12주년. 말로 설명할 수 없는 기적의 끈으로 언제나 함께하고 싶습니다. 항상 감사하고 또 감사합니다. 너무나 보고 싶고 사랑합니다♥ 그리고 무엇보다 건강이 우선이니 첫째도 둘째도 건강하셔야 합니다 .많이 보고 싶습니다! 샤이니데이 축하합니다^^ 필승!▲ 키


원본보기

SHINEE WORLD♥ 우리가 걸어온 시간이 벌써 이렇게 되었네요! 노래하고 춤추는 일을 하게 되어 얼마나 감사하고 다행이라는 생각을 많이 했는지 모르겠어요! 샤이니월드도 늘 건강하고, 앞으로 펼쳐질 더 많은 날들에 기대를 해봅시다! 사랑을 담아서 김Key범♥""▲ 태민제가 12주년이라니. 정말 시간이 빠른 것 같아요! 비록 SHINee 멤버들 중에서는 혼자 활동하고 있지만 금방 멤버들과 함께 다시 좋은 모습 보여드릴게요! 팬 여러분들이 다들 이제는 각자의 삶을 더 충실하게 보내고 있을 수도 있겠지만! 그래도 늘 한켠엔 저희 SHINee 자리는 남겨두었으면 좋겠어요. 늘 얘기하지만 시간이 지나면 지날수록 여러분들의 사랑과 믿음에 감사하고 깨닫고 있어요! 저희 SHINee 그리고 저 태민에게 이런 화려하고 사랑받을 수 있는 삶을 선물해줘서 고맙고 사랑해요~!♥(사진=리슨 공식 홈페이지, SM엔터테인먼트 제공)뉴스엔 황혜진 blossom@기사제보 및 보도자료 newsen@newsen.comcopyrightⓒ 뉴스엔. 무단전재 & 재배포 금지
",2020.05.25,52,238,0.2184873949579832,3,-5.345729,-6.331038,철구/ 이다/ 하다
뉴시스,"軍, 후방 방공진지 11곳서 대인지뢰 75발 제거…산책로 조성",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0009880283,"
박한기 합참 의장, 25일 지뢰제거 현장 점검


원본보기

[나주=뉴시스]이창우 기자 = 강인규 전남 나주시장이 금성산 도립공원 추진의 첫 단추인 산 정상 지뢰제거를 위해 추진될 예정인 군부대 작년 계획 설명을 듣고 있다. (사진=나주시 제공) 2020.02.18. photo@newsis.com[서울=뉴시스] 박대로 기자 = 군이 후방 방공진지에서 대인지뢰를 제거해 산책로를 조성하고 있다. 25일 군에 따르면 지난달 6일부터 이날까지 후방 방공진지 11곳에서 대인지뢰 75발이 제거됐다. 지뢰제거 작업은 방공진지 36곳에서 내년 10월 말까지 이어진다.지뢰가 제거된 지역은 각 지방자치단체와 협의 후 지역주민 산책로 등으로 활용된다. 방공진지는 대공방어 임무를 수행하기 위해 지대공 무기 등을 운용하는 곳이다. 주로 산 정상 등에 자리 잡고 있다. 후방 방공진지 주변 지뢰 제거는 문재인 대통령이 지난해 9월 특별 지시하면서 시작됐다. 군은 작업에 앞서 최신 비금속 지뢰탐지기를 도입하고 개인 지뢰보호방지 장비를 보강했다. 본격적인 작업은 지난달 6일부터 이뤄졌다. 


원본보기

[서울=뉴시스]박한기 합참의장이 20일 최전방 해안통합감시기지를 방문해 군사대비태세를 점검하고 있다. (사진=합참 제공) 2020.01.20. photo@newsis.com군은 천성산, 금성산 등 후방지역 방공진지 주변 36곳에서 지뢰를 제거할 계획이다. 내년 10월까지 육군·공군·해병대 26개 공병부대 1400여명이 투입된다.박한기 합동참모본부 의장은 25일 지뢰제거 현장을 찾아 현황과 안전대책을 점검했다. 박 의장은 ""군 본연의 임무인 국민의 안전을 보장한다는 사명감으로 작전을 수행해야 한다""며 ""작전지역 대부분이 험한 산악지역이며 무거운 보호장구를 착용하고 임무를 수행하는 만큼 장병들의 안전에 각별한 관심을 기울여야 한다""고 지시했다.☞공감언론 뉴시스 daero@newsis.com▶ 네이버에서 뉴시스 구독하기▶ K-Artprice, 유명 미술작품 가격 공개▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기<ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>
		",2020.05.25,11,185,0.05945945945945946,2,-3.1375122,-7.4200797,씨/ 확진/ 명
프레시안,"달성군, 농번기 부족한 일손 “농촌을 도와주세요”",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=002&aid=0002135458,"
6월말까지 농촌일손돕기 추진단 운영[박정한 기자(=대구)(binu52da@naver.com)]대구 달성군은 본격적인 영농철을 맞아 코로나19의 장기화로 인력수급에 어려움을 겪고 있는 농가를 위해 군부대, 유관기관 등에 협조를 요청하고 6월말까지 ‘농촌일손돕기 추진단’을 설치 운영한다. 특히 양파와 마늘 등 밭농사의 본격적인 수확기를 맞아 일손부족으로 고품질 농산물 생산에 어려움을 겪고 있는 농가를 위해 관내 60여개 기관·단체 및 기업체와 연계하여 농손일손돕기를 대대적으로 펼쳐나갈 예정이다. 


원본보기

▲대구 달성군 한 농가에 군부대 장병들이 농촌일손돕기에 한창이다. ⓒ달성군 이를 위해 달성군청과 읍‧면사무소, 지역농협에 ‘농촌일손돕기 추진단’을 설치 운영하며, 일손이 부족한 농가와 농촌일손 돕기를 원하는 기관․단체 및 기업체 자원봉사자를 적재적소 연결해 농촌일손돕기의 사업효과를 극대화 해 나가기로 했다. 육군 제50사단의 경우 오는 25일부터 다음달 19일까지 20일간 장병 1300여명이 일손이 부족한 농가를 찾아 마늘·양파 수확 등을 돕기로 했다. 달성군 관계자는 “올해는 코로나19의 영향으로 농번기에 일손 구하기가 더욱 어려운 실정으로, 각 기관·단체 및 기업체들의 적극적인 농촌 봉사활동 참여로 농촌의 어려운 현실을 직접 체험하는 계기가 되길 바란다”며 도시민들의 많은 참여와 관심을 당부했다.  한편 농촌일손돕기 지원이 필요한 농가에서는 군청 농업정책과와 각 읍·면사무소 및 지역농협으로 신청이 가능하며, 자세한 내용은 농업정책과로 문의하면 된다.[박정한 기자(=대구)(binu52da@naver.com)]▶프레시안 CMS 정기후원▶네이버 프레시안 채널 구독 ▶프레시안 기사제보Copyrightsⓒ PRESSian.com 무단전재 및 재배포금지
",2020.05.25,10,174,0.05747126436781609,4,-2.9037182,-9.370313,레저/ 등록/ 수상
