press,title,url,content,like,dislike,time,re_reply
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,한국도 여자이등병 꼭 나오길 평등해야죠,88,5,2020.06.22. 00:40,1
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,우리나라 년들도 할수 있다 군대가자,15,4,2020.06.22. 00:24,0
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,"'흑인의 목숨도 소중하다', '여자도 할수 있다' 그니까 여자도 신성한 병역의 의무를 이행하자",2,0,2020.06.22. 02:01,0
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,우리나라는 멀었지,4,3,2020.06.21. 23:25,1
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,뭔 대통령도 했으면서 저런 인사가 뉴스거리,1,0,2020.06.22. 01:33,0
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,현실적으로 우리나라도 여성분들 4주 훈련은 다녀오는게 좋지 않나요? 18개월까진 아니더래도 4주는 좀 필요하다 봅니다...,0,0,2020.06.22. 04:58,0
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,"사실 미군 참모총장은 군령권도 군정권도 없다. 군령권은 국방장관이, 군정권은 삼부장관이 가지고 있고 작전권은 통합군사령관이 가지고 있기 때문에 미군 합동참모본부는 노인정이라고 불리기도 한다.",0,0,2020.06.22. 01:31,0
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,피부색이 다르다고 성별이 다르다는 이유로 차별이란건 참 어이없는 행동이다. 입장바꾸면 유색인종이 백인을 차별하고 남성을 여성이 차별했을때 그들 또한 차별에 항의 할건데. 그냥 모두가 사람이고 누가 더 우등하지도 우세하지도 않은 평등하다는걸 왜 부정하고 무시하는건지.,0,0,2020.06.22. 00:22,0
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,이거 진짜 대단한거다.,0,0,2020.06.22. 00:01,0
세계일보,"美공군, 첫 흑인 참모총장 이어 첫 여성 주임원사 탄생",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=022&aid=0003476989,"피부색이나 성별의 차이로 인해서 차별받는 경우가 아직도 너무 많습니다. 백인이 흑인보다, 남자가 여자보다 우월한 존재라고 생각하는 것은 일리가 없는 고정관념입니다. 우리는 인종만 다를 뿐이지, 하나의 인격체라는 것은 다름이 없습니다. 기본적인 예의를 갖추고 서로를 대접해야 합니다.미 공군의 흑인 참모총장과 여성 주임원사가 인종 간 격차와 차별을 교정해주시기를 간절히 바랍니다.",4,5,2020.06.22. 01:32,1
